snr,object_side_size,trial,environment_transformation,object_transformation,transformation_inferred,agents_action,mu_env,sigma_env,mu_obj,saliency
10,2,6,3,1,1,1,,,122.58,
10,2,7,0,4,4,0,,,122.58,
10,2,8,2,0,2,1,,,122.58,
10,2,9,4,4,4,1,,,122.58,
10,2,10,2,3,4,2,,,122.58,
10,2,11,2,4,4,4,,,122.58,
10,2,12,2,1,0,4,,,122.58,
10,2,13,1,1,2,2,,,122.58,
10,2,14,1,3,0,3,,,122.58,
10,2,15,4,3,3,0,,,122.58,
10,2,16,1,1,1,1,,,122.58,
10,2,17,0,4,4,3,,,122.58,
10,2,18,4,2,2,3,,,122.58,
10,2,19,1,4,4,4,,,122.58,
10,2,20,0,3,3,4,,,122.58,
10,2,21,2,3,3,0,,,122.58,
10,2,22,0,3,3,3,,,122.58,
10,2,23,1,0,3,3,,,122.58,
10,2,24,0,4,1,1,,,122.58,
10,2,25,0,1,3,1,,,122.58,
10,2,26,4,0,0,3,,,122.58,
10,2,27,2,2,2,4,,,122.58,
10,2,28,4,3,3,1,,,122.58,
10,2,29,4,1,1,2,,,122.58,
10,2,30,3,4,4,0,,,122.58,
10,2,31,0,2,2,4,,,122.58,
10,2,32,1,4,4,2,,,122.58,
10,2,33,0,2,2,4,,,122.58,
10,2,34,2,2,2,3,,,122.58,
10,2,35,2,2,2,0,,,122.58,
10,2,36,1,3,3,2,,,122.58,
10,2,37,4,4,4,2,,,122.58,
10,2,38,3,4,4,4,,,122.58,
10,2,39,0,2,3,3,,,122.58,
10,2,40,0,4,4,0,,,122.58,
10,2,41,0,0,0,2,,,122.58,
10,2,42,1,0,0,0,,,122.58,
10,2,43,3,0,0,3,,,122.58,
10,2,44,3,2,2,0,,,122.58,
10,2,45,2,2,0,3,,,122.58,
10,2,46,2,3,0,1,,,122.58,
10,2,47,3,4,4,4,,,122.58,
10,2,48,1,2,3,2,,,122.58,
10,2,49,1,1,1,0,,,122.58,
10,2,50,4,3,0,0,,,122.58,
10,2,51,4,2,0,4,,,122.58,
10,2,52,3,4,4,3,,,122.58,
10,2,53,3,1,1,3,,,122.58,
10,2,54,2,3,3,2,,,122.58,
10,2,55,1,1,1,2,,,122.58,
10,2,56,3,4,4,2,,,122.58,
10,2,57,1,1,1,1,,,122.58,
10,2,58,1,1,1,1,,,122.58,
10,2,59,0,4,4,2,,,122.58,
10,2,60,2,3,3,1,,,122.58,
10,2,61,0,0,4,0,,,122.58,
10,2,62,0,0,2,0,,,122.58,
10,2,63,1,0,4,1,,,122.58,
10,2,64,1,0,0,4,,,122.58,
10,2,65,0,1,2,0,,,122.58,
10,2,66,1,3,3,3,,,122.58,
10,2,67,3,2,4,0,,,122.58,
10,2,68,2,4,2,0,,,122.58,
10,2,69,0,1,1,4,,,122.58,
10,2,70,0,0,1,2,,,122.58,
10,2,71,0,4,4,1,,,122.58,
10,2,72,0,0,0,2,,,122.58,
10,2,73,2,2,2,2,,,122.58,
10,2,74,0,3,0,0,,,122.58,
10,2,75,3,0,0,0,,,122.58,
10,2,76,2,0,0,4,,,122.58,
10,2,77,0,2,2,1,,,122.58,
10,2,78,1,4,4,3,,,122.58,
10,2,79,4,0,2,1,,,122.58,
10,2,80,3,1,1,2,,,122.58,
10,2,81,2,0,0,4,,,122.58,
10,2,82,3,4,0,0,,,122.58,
10,2,83,3,3,3,1,,,122.58,
10,2,84,2,4,4,2,,,122.58,
10,2,85,2,3,3,1,,,122.58,
10,2,86,3,3,0,3,,,122.58,
10,2,87,4,0,0,3,,,122.58,
10,2,88,2,3,0,1,,,122.58,
10,2,89,2,1,1,0,,,122.58,
10,2,90,4,2,4,2,,,122.58,
10,2,91,4,3,4,2,,,122.58,
10,2,92,2,1,1,1,,,122.58,
10,2,93,4,2,2,4,,,122.58,
10,2,94,1,0,2,4,,,122.58,
10,2,95,3,1,1,1,,,122.58,
10,2,96,0,3,3,1,,,122.58,
10,2,97,4,3,3,0,,,122.58,
10,2,98,3,2,2,3,,,122.58,
10,2,99,1,0,0,0,,,122.58,
10,3,0,1,4,4,0,,,122.58,
10,3,1,4,2,4,4,,,122.58,
10,3,2,3,4,4,0,,,122.58,
10,3,3,2,3,3,3,,,122.58,
10,3,4,1,4,4,3,,,122.58,
10,3,5,2,3,3,3,,,122.58,
10,3,6,1,1,0,0,,,122.58,
10,3,7,2,1,1,2,,,122.58,
10,3,8,3,2,2,1,,,122.58,
10,3,9,4,1,1,2,,,122.58,
10,3,10,3,4,4,0,,,122.58,
10,3,11,3,2,2,3,,,122.58,
10,3,12,2,1,1,0,,,122.58,
10,3,13,2,2,2,4,,,122.58,
10,3,14,2,2,2,3,,,122.58,
10,3,15,0,3,3,0,,,122.58,
10,3,16,0,0,0,2,,,122.58,
10,3,17,4,0,0,4,,,122.58,
10,3,18,3,4,0,2,,,122.58,
10,3,19,0,4,2,4,,,122.58,
10,3,20,2,2,3,3,,,122.58,
10,3,21,4,1,1,4,,,122.58,
10,3,22,3,0,3,3,,,122.58,
10,3,23,1,3,3,4,,,122.58,
10,3,24,4,0,0,3,,,122.58,
10,3,25,1,4,4,0,,,122.58,
10,3,26,3,1,1,2,,,122.58,
10,3,27,0,4,4,4,,,122.58,
10,3,28,3,1,1,4,,,122.58,
10,3,29,4,4,4,1,,,122.58,
10,3,30,0,2,2,4,,,122.58,
10,3,31,1,2,2,0,,,122.58,
10,3,32,1,2,2,1,,,122.58,
10,3,33,4,2,2,2,,,122.58,
10,3,34,2,3,3,4,,,122.58,
10,3,35,4,1,1,4,,,122.58,
10,3,36,1,2,2,1,,,122.58,
10,3,37,2,1,1,3,,,122.58,
10,3,38,2,0,0,2,,,122.58,
10,3,39,4,4,4,1,,,122.58,
10,3,40,4,3,3,2,,,122.58,
10,3,41,0,0,0,1,,,122.58,
10,3,42,3,1,1,1,,,122.58,
10,3,43,3,0,0,0,,,122.58,
10,3,44,1,4,4,4,,,122.58,
10,3,45,0,1,0,1,,,122.58,
10,3,46,2,2,2,0,,,122.58,
10,3,47,0,4,4,2,,,122.58,
10,3,48,1,4,4,1,,,122.58,
10,3,49,2,1,1,4,,,122.58,
10,3,50,4,1,1,1,,,122.58,
10,3,51,1,1,1,4,,,122.58,
10,3,52,4,0,0,3,,,122.58,
10,3,53,3,2,2,1,,,122.58,
10,3,54,2,4,4,2,,,122.58,
10,3,55,4,0,0,0,,,122.58,
10,3,56,3,0,0,0,,,122.58,
10,3,57,0,0,0,4,,,122.58,
10,3,58,1,1,1,3,,,122.58,
10,3,59,4,2,2,1,,,122.58,
10,3,60,3,0,0,4,,,122.58,
10,3,61,2,2,2,2,,,122.58,
10,3,62,2,0,4,2,,,122.58,
10,3,63,1,2,2,3,,,122.58,
10,3,64,1,0,2,2,,,122.58,
10,3,65,3,4,4,0,,,122.58,
10,3,66,0,3,3,1,,,122.58,
10,3,67,0,1,1,1,,,122.58,
10,3,68,4,3,3,2,,,122.58,
10,3,69,1,2,2,1,,,122.58,
10,3,70,4,4,4,1,,,122.58,
10,3,71,4,3,3,4,,,122.58,
10,3,72,3,2,2,3,,,122.58,
10,3,73,0,4,4,3,,,122.58,
10,3,74,2,4,4,3,,,122.58,
10,3,75,2,2,1,0,,,122.58,
10,3,76,3,3,3,1,,,122.58,
10,3,77,2,4,4,3,,,122.58,
10,3,78,2,4,4,4,,,122.58,
10,3,79,3,0,0,0,,,122.58,
10,3,80,0,4,4,2,,,122.58,
10,3,81,4,0,0,1,,,122.58,
10,3,82,1,2,1,2,,,122.58,
10,3,83,0,4,4,1,,,122.58,
10,3,84,0,4,4,0,,,122.58,
10,3,85,3,2,0,1,,,122.58,
10,3,86,2,1,1,0,,,122.58,
10,3,87,2,2,2,3,,,122.58,
10,3,88,2,4,4,4,,,122.58,
10,3,89,0,1,1,4,,,122.58,
10,3,90,0,0,1,2,,,122.58,
10,3,91,2,0,0,0,,,122.58,
10,3,92,2,3,3,0,,,122.58,
10,3,93,0,0,0,4,,,122.58,
10,3,94,0,2,2,0,,,122.58,
10,3,95,1,4,4,0,,,122.58,
10,3,96,3,3,3,0,,,122.58,
10,3,97,0,4,4,2,,,122.58,
10,3,98,4,4,0,2,,,122.58,
10,3,99,3,4,4,0,,,122.58,
10,4,0,1,0,0,3,,,122.58,
10,4,1,3,3,3,0,,,122.58,
10,4,2,2,2,2,4,,,122.58,
10,4,3,1,3,3,0,,,122.58,
10,4,4,3,4,4,3,,,122.58,
10,4,5,4,3,3,0,,,122.58,
10,4,6,0,3,3,2,,,122.58,
10,4,7,1,3,3,1,,,122.58,
10,4,8,4,0,0,2,,,122.58,
10,4,9,0,3,3,2,,,122.58,
10,4,10,2,4,4,2,,,122.58,
10,4,11,3,0,0,1,,,122.58,
10,4,12,4,0,0,4,,,122.58,
10,4,13,1,2,2,0,,,122.58,
10,4,14,4,2,2,4,,,122.58,
10,4,15,2,4,4,3,,,122.58,
10,4,16,2,4,4,1,,,122.58,
10,4,17,4,4,4,4,,,122.58,
10,4,18,3,0,0,3,,,122.58,
10,4,19,1,4,4,1,,,122.58,
10,4,20,1,2,2,2,,,122.58,
10,4,21,4,1,1,0,,,122.58,
10,4,22,2,1,1,2,,,122.58,
10,4,23,0,2,2,0,,,122.58,
10,4,24,1,1,4,4,,,122.58,
10,4,25,4,0,0,2,,,122.58,
10,4,26,1,3,3,1,,,122.58,
10,4,27,0,1,1,3,,,122.58,
10,4,28,4,4,4,2,,,122.58,
10,4,29,1,1,1,0,,,122.58,
10,4,30,4,3,3,1,,,122.58,
10,4,31,1,4,4,1,,,122.58,
10,4,32,0,2,2,0,,,122.58,
10,4,33,2,4,4,2,,,122.58,
10,4,34,0,3,3,1,,,122.58,
10,4,35,4,1,1,4,,,122.58,
10,4,36,1,3,3,0,,,122.58,
10,4,37,4,1,1,1,,,122.58,
10,4,38,2,1,1,2,,,122.58,
10,4,39,4,0,1,1,,,122.58,
10,4,40,1,4,4,4,,,122.58,
10,4,41,2,0,0,1,,,122.58,
10,4,42,4,4,4,2,,,122.58,
10,4,43,2,2,2,4,,,122.58,
10,4,44,3,3,3,1,,,122.58,
10,4,45,0,3,3,4,,,122.58,
10,4,46,0,4,4,0,,,122.58,
10,4,47,3,0,0,2,,,122.58,
10,4,48,4,1,1,3,,,122.58,
10,4,49,4,0,0,1,,,122.58,
10,4,50,1,0,0,4,,,122.58,
10,4,51,4,1,1,4,,,122.58,
10,4,52,3,0,0,1,,,122.58,
10,4,53,3,4,4,3,,,122.58,
10,4,54,4,4,4,1,,,122.58,
10,4,55,0,2,2,4,,,122.58,
10,4,56,3,0,0,1,,,122.58,
10,4,57,0,0,0,3,,,122.58,
10,4,58,3,3,3,3,,,122.58,
10,4,59,1,1,1,3,,,122.58,
10,4,60,0,4,4,4,,,122.58,
10,4,61,4,1,1,2,,,122.58,
10,4,62,4,0,0,4,,,122.58,
10,4,63,2,2,2,0,,,122.58,
10,4,64,3,0,0,0,,,122.58,
10,4,65,0,2,2,4,,,122.58,
10,4,66,3,1,1,0,,,122.58,
10,4,67,1,0,0,3,,,122.58,
10,4,68,1,2,2,4,,,122.58,
10,4,69,4,2,2,1,,,122.58,
10,4,70,0,2,2,0,,,122.58,
10,4,71,0,2,2,2,,,122.58,
10,4,72,4,3,3,0,,,122.58,
10,4,73,0,1,1,0,,,122.58,
10,4,74,3,4,4,4,,,122.58,
10,4,75,3,3,3,2,,,122.58,
10,4,76,1,1,1,1,,,122.58,
10,4,77,4,4,4,3,,,122.58,
10,4,78,3,3,3,0,,,122.58,
10,4,79,0,0,0,4,,,122.58,
10,4,80,0,1,1,3,,,122.58,
10,4,81,1,1,1,0,,,122.58,
10,4,82,3,1,1,0,,,122.58,
10,4,83,3,0,0,1,,,122.58,
10,4,84,1,4,4,2,,,122.58,
10,4,85,0,2,2,4,,,122.58,
10,4,86,0,4,3,2,,,122.58,
10,4,87,3,2,2,3,,,122.58,
10,4,88,4,2,2,3,,,122.58,
10,4,89,2,1,1,3,,,122.58,
10,4,90,2,3,3,2,,,122.58,
10,4,91,4,3,3,2,,,122.58,
10,4,92,0,2,2,4,,,122.58,
10,4,93,4,4,2,4,,,122.58,
10,4,94,2,3,3,1,,,122.58,
10,4,95,3,4,4,4,,,122.58,
10,4,96,1,0,0,1,,,122.58,
10,4,97,4,3,3,1,,,122.58,
10,4,98,1,0,0,1,,,122.58,
10,4,99,1,2,2,4,,,122.58,
10,5,0,4,4,4,4,,,122.58,
10,5,1,0,2,2,1,,,122.58,
10,5,2,0,2,2,0,,,122.58,
10,5,3,2,1,1,4,,,122.58,
10,5,4,2,2,2,0,,,122.58,
10,5,5,4,1,1,1,,,122.58,
10,5,6,3,0,0,3,,,122.58,
10,5,7,0,2,2,3,,,122.58,
10,5,8,3,2,2,2,,,122.58,
10,5,9,2,0,0,4,,,122.58,
10,5,10,4,0,0,2,,,122.58,
10,5,11,4,2,2,0,,,122.58,
10,5,12,4,1,1,1,,,122.58,
10,5,13,3,1,1,0,,,122.58,
10,5,14,3,1,1,3,,,122.58,
10,5,15,0,3,3,4,,,122.58,
10,5,16,1,4,4,3,,,122.58,
10,5,17,4,3,3,2,,,122.58,
10,5,18,2,4,4,3,,,122.58,
10,5,19,3,1,1,3,,,122.58,
10,5,20,2,1,1,4,,,122.58,
10,5,21,2,3,3,4,,,122.58,
10,5,22,3,4,4,2,,,122.58,
10,5,23,2,3,3,1,,,122.58,
10,5,24,4,4,4,0,,,122.58,
10,5,25,0,1,1,0,,,122.58,
10,5,26,2,0,0,3,,,122.58,
10,5,27,0,0,0,0,,,122.58,
10,5,28,3,3,3,4,,,122.58,
10,5,29,0,3,3,4,,,122.58,
10,5,30,4,2,4,4,,,122.58,
10,5,31,2,4,4,4,,,122.58,
10,5,32,2,4,4,2,,,122.58,
10,5,33,2,2,2,0,,,122.58,
10,5,34,2,4,4,3,,,122.58,
10,5,35,3,3,3,2,,,122.58,
10,5,36,1,1,1,0,,,122.58,
10,5,37,0,4,4,2,,,122.58,
10,5,38,4,4,4,1,,,122.58,
10,5,39,2,2,2,1,,,122.58,
10,5,40,1,0,0,2,,,122.58,
10,5,41,2,2,2,3,,,122.58,
10,5,42,3,4,4,1,,,122.58,
10,5,43,1,2,2,1,,,122.58,
10,5,44,4,0,0,4,,,122.58,
10,5,45,0,4,4,2,,,122.58,
10,5,46,3,1,1,2,,,122.58,
10,5,47,3,1,1,4,,,122.58,
10,5,48,1,3,2,4,,,122.58,
10,5,49,4,0,0,4,,,122.58,
10,5,50,3,1,1,2,,,122.58,
10,5,51,4,4,4,1,,,122.58,
10,5,52,1,2,2,3,,,122.58,
10,5,53,0,2,2,0,,,122.58,
10,5,54,0,0,0,0,,,122.58,
10,5,55,0,2,2,1,,,122.58,
10,5,56,1,1,1,3,,,122.58,
10,5,57,1,0,0,3,,,122.58,
10,5,58,4,3,3,2,,,122.58,
10,5,59,1,4,4,2,,,122.58,
10,5,60,3,0,0,1,,,122.58,
10,5,61,1,0,0,3,,,122.58,
10,5,62,0,4,4,4,,,122.58,
10,5,63,4,1,1,4,,,122.58,
10,5,64,0,3,3,2,,,122.58,
10,5,65,4,1,1,1,,,122.58,
10,5,66,2,1,1,4,,,122.58,
10,5,67,4,3,3,2,,,122.58,
10,5,68,3,3,3,4,,,122.58,
10,5,69,0,0,0,2,,,122.58,
10,5,70,3,0,0,3,,,122.58,
10,5,71,4,1,1,0,,,122.58,
10,5,72,2,1,1,1,,,122.58,
10,5,73,1,1,1,4,,,122.58,
10,5,74,3,0,0,2,,,122.58,
10,5,75,3,1,1,3,,,122.58,
10,5,76,0,0,0,4,,,122.58,
10,5,77,4,0,0,0,,,122.58,
10,5,78,3,0,0,2,,,122.58,
10,5,79,2,0,0,4,,,122.58,
10,5,80,3,3,3,0,,,122.58,
10,5,81,1,2,2,2,,,122.58,
10,5,82,2,2,2,3,,,122.58,
10,5,83,0,4,4,0,,,122.58,
10,5,84,3,1,1,3,,,122.58,
10,5,85,0,2,2,1,,,122.58,
10,5,86,1,4,4,0,,,122.58,
10,5,87,2,1,1,0,,,122.58,
10,5,88,1,2,2,4,,,122.58,
10,5,89,4,1,1,3,,,122.58,
10,5,90,3,2,2,4,,,122.58,
10,5,91,3,0,0,2,,,122.58,
10,5,92,0,3,3,3,,,122.58,
10,5,93,1,0,0,0,,,122.58,
10,5,94,4,2,2,4,,,122.58,
10,5,95,3,2,2,1,,,122.58,
10,5,96,0,3,3,1,,,122.58,
10,5,97,1,1,1,1,,,122.58,
10,5,98,2,1,1,2,,,122.58,
10,5,99,3,2,2,3,,,122.58,
10,6,0,2,1,1,4,,,122.58,
10,6,1,4,4,4,0,,,122.58,
10,6,2,2,4,4,4,,,122.58,
10,6,3,3,1,1,3,,,122.58,
10,6,4,1,0,0,3,,,122.58,
10,6,5,3,3,3,0,,,122.58,
10,6,6,3,2,2,1,,,122.58,
10,6,7,4,2,2,1,,,122.58,
10,6,8,0,3,3,3,,,122.58,
10,6,9,3,4,4,3,,,122.58,
10,6,10,4,0,0,0,,,122.58,
10,6,11,0,1,1,2,,,122.58,
10,6,12,2,4,4,4,,,122.58,
10,6,13,3,2,2,0,,,122.58,
10,6,14,0,4,4,0,,,122.58,
10,6,15,3,2,2,3,,,122.58,
10,6,16,2,1,1,3,,,122.58,
10,6,17,4,0,0,4,,,122.58,
10,6,18,2,0,0,1,,,122.58,
10,6,19,3,3,3,2,,,122.58,
10,6,20,1,2,2,3,,,122.58,
10,6,21,1,3,3,3,,,122.58,
10,6,22,4,2,2,1,,,122.58,
10,6,23,4,0,0,3,,,122.58,
10,6,24,4,4,4,3,,,122.58,
10,6,25,0,3,3,2,,,122.58,
10,6,26,3,4,4,1,,,122.58,
10,6,27,1,0,0,4,,,122.58,
10,6,28,1,4,4,1,,,122.58,
10,6,29,2,3,3,0,,,122.58,
10,6,30,1,1,1,4,,,122.58,
10,6,31,0,2,2,2,,,122.58,
10,6,32,3,0,0,0,,,122.58,
10,6,33,4,1,1,3,,,122.58,
10,6,34,1,3,3,4,,,122.58,
10,6,35,4,3,3,1,,,122.58,
10,6,36,0,0,0,0,,,122.58,
10,6,37,2,1,1,2,,,122.58,
10,6,38,2,1,1,4,,,122.58,
10,6,39,2,3,3,2,,,122.58,
10,6,40,2,1,1,3,,,122.58,
10,6,41,3,0,0,0,,,122.58,
10,6,42,2,0,0,4,,,122.58,
10,6,43,2,4,4,0,,,122.58,
10,6,44,0,2,2,3,,,122.58,
10,6,45,0,4,4,1,,,122.58,
10,6,46,1,4,4,2,,,122.58,
10,6,47,1,4,4,0,,,122.58,
10,6,48,4,2,2,1,,,122.58,
10,6,49,0,1,1,2,,,122.58,
10,6,50,4,1,1,0,,,122.58,
10,6,51,4,2,2,0,,,122.58,
10,6,52,0,4,4,2,,,122.58,
10,6,53,2,3,3,3,,,122.58,
10,6,54,1,1,1,1,,,122.58,
10,6,55,0,4,4,2,,,122.58,
10,6,56,1,4,4,4,,,122.58,
10,6,57,2,3,3,1,,,122.58,
10,6,58,3,4,4,1,,,122.58,
10,6,59,3,3,3,4,,,122.58,
10,6,60,1,3,3,0,,,122.58,
10,6,61,3,3,3,4,,,122.58,
10,6,62,1,1,1,0,,,122.58,
10,6,63,2,0,0,1,,,122.58,
10,6,64,3,4,4,3,,,122.58,
10,6,65,2,2,2,0,,,122.58,
10,6,66,4,0,0,2,,,122.58,
10,6,67,4,3,3,4,,,122.58,
10,6,68,0,3,3,0,,,122.58,
10,6,69,1,0,0,3,,,122.58,
10,6,70,4,0,0,4,,,122.58,
10,6,71,2,3,3,1,,,122.58,
10,6,72,2,1,1,1,,,122.58,
10,6,73,1,0,0,0,,,122.58,
10,6,74,2,2,2,1,,,122.58,
10,6,75,1,1,1,1,,,122.58,
10,6,76,2,3,3,0,,,122.58,
10,6,77,0,4,4,2,,,122.58,
10,6,78,3,2,2,1,,,122.58,
10,6,79,1,3,3,0,,,122.58,
10,6,80,0,3,3,4,,,122.58,
10,6,81,2,2,2,3,,,122.58,
10,6,82,0,0,0,3,,,122.58,
10,6,83,4,2,2,3,,,122.58,
10,6,84,2,1,1,3,,,122.58,
10,6,85,2,2,2,1,,,122.58,
10,6,86,2,1,1,3,,,122.58,
10,6,87,3,4,4,4,,,122.58,
10,6,88,3,0,0,0,,,122.58,
10,6,89,1,2,2,1,,,122.58,
10,6,90,4,2,2,3,,,122.58,
10,6,91,4,2,2,3,,,122.58,
10,6,92,4,4,4,4,,,122.58,
10,6,93,3,3,3,2,,,122.58,
10,6,94,3,4,4,0,,,122.58,
10,6,95,4,3,3,2,,,122.58,
10,6,96,4,4,4,3,,,122.58,
10,6,97,0,2,2,3,,,122.58,
10,6,98,4,2,2,3,,,122.58,
10,6,99,1,2,2,2,,,122.58,
10,7,0,3,2,2,3,,,122.58,
10,7,1,3,2,2,4,,,122.58,
10,7,2,2,3,3,0,,,122.58,
10,7,3,1,0,0,0,,,122.58,
10,7,4,3,1,1,0,,,122.58,
10,7,5,1,4,4,0,,,122.58,
10,7,6,2,1,1,0,,,122.58,
10,7,7,2,0,0,1,,,122.58,
10,7,8,0,3,3,2,,,122.58,
10,7,9,4,0,0,2,,,122.58,
10,7,10,0,4,4,0,,,122.58,
10,7,11,4,4,4,2,,,122.58,
10,7,12,2,4,4,2,,,122.58,
10,7,13,2,1,1,1,,,122.58,
10,7,14,3,2,2,0,,,122.58,
10,7,15,0,0,0,4,,,122.58,
10,7,16,1,4,4,3,,,122.58,
10,7,17,0,2,2,4,,,122.58,
10,7,18,0,0,0,0,,,122.58,
10,7,19,0,3,3,3,,,122.58,
10,7,20,3,2,2,4,,,122.58,
10,7,21,4,2,2,4,,,122.58,
10,7,22,3,3,3,0,,,122.58,
10,7,23,2,4,4,3,,,122.58,
10,7,24,4,3,3,1,,,122.58,
10,7,25,4,3,3,2,,,122.58,
10,7,26,3,3,3,4,,,122.58,
10,7,27,2,1,1,1,,,122.58,
10,7,28,3,3,3,1,,,122.58,
10,7,29,2,3,3,4,,,122.58,
10,7,30,3,1,1,0,,,122.58,
10,7,31,3,4,4,3,,,122.58,
10,7,32,4,3,3,4,,,122.58,
10,7,33,4,0,0,4,,,122.58,
10,7,34,3,1,1,4,,,122.58,
10,7,35,3,2,2,4,,,122.58,
10,7,36,2,2,2,0,,,122.58,
10,7,37,3,2,2,1,,,122.58,
10,7,38,1,4,4,3,,,122.58,
10,7,39,1,3,3,2,,,122.58,
10,7,40,4,0,0,0,,,122.58,
10,7,41,3,4,4,4,,,122.58,
10,7,42,3,4,4,2,,,122.58,
10,7,43,4,1,1,3,,,122.58,
10,7,44,0,1,1,3,,,122.58,
10,7,45,4,4,4,3,,,122.58,
10,7,46,2,2,2,3,,,122.58,
10,7,47,0,1,1,4,,,122.58,
10,7,48,2,4,4,2,,,122.58,
10,7,49,4,3,3,2,,,122.58,
10,7,50,2,3,3,0,,,122.58,
10,7,51,1,1,1,2,,,122.58,
10,7,52,0,4,4,2,,,122.58,
10,7,53,2,0,0,0,,,122.58,
10,7,54,2,2,2,0,,,122.58,
10,7,55,3,4,4,4,,,122.58,
10,7,56,1,3,3,3,,,122.58,
10,7,57,1,0,0,2,,,122.58,
10,7,58,1,1,1,1,,,122.58,
10,7,59,4,2,2,1,,,122.58,
10,7,60,3,2,2,0,,,122.58,
10,7,61,4,1,1,4,,,122.58,
10,7,62,3,1,1,0,,,122.58,
10,7,63,0,3,3,1,,,122.58,
10,7,64,1,2,2,3,,,122.58,
10,7,65,1,1,1,4,,,122.58,
10,7,66,4,3,3,4,,,122.58,
10,7,67,1,4,4,3,,,122.58,
10,7,68,4,0,0,2,,,122.58,
10,7,69,0,0,0,1,,,122.58,
10,7,70,4,3,3,2,,,122.58,
10,7,71,0,4,4,4,,,122.58,
10,7,72,0,3,3,4,,,122.58,
10,7,73,2,4,4,0,,,122.58,
10,7,74,4,0,0,3,,,122.58,
10,7,75,3,0,0,1,,,122.58,
10,7,76,0,2,2,3,,,122.58,
10,7,77,2,1,1,0,,,122.58,
10,7,78,1,3,3,0,,,122.58,
10,7,79,0,1,1,4,,,122.58,
10,7,80,4,3,3,2,,,122.58,
10,7,81,3,4,4,1,,,122.58,
10,7,82,2,1,1,4,,,122.58,
10,7,83,0,1,1,0,,,122.58,
10,7,84,1,2,2,1,,,122.58,
10,7,85,4,4,4,1,,,122.58,
10,7,86,3,4,4,3,,,122.58,
10,7,87,0,4,4,1,,,122.58,
10,7,88,1,4,4,0,,,122.58,
10,7,89,1,2,2,0,,,122.58,
10,7,90,2,0,0,0,,,122.58,
10,7,91,4,1,1,1,,,122.58,
10,7,92,1,1,1,0,,,122.58,
10,7,93,2,0,0,0,,,122.58,
10,7,94,4,0,0,3,,,122.58,
10,7,95,3,1,1,0,,,122.58,
10,7,96,3,1,1,0,,,122.58,
10,7,97,4,3,3,4,,,122.58,
10,7,98,4,0,0,0,,,122.58,
10,7,99,3,4,4,4,,,122.58,
10,8,0,3,2,2,1,,,122.58,
10,8,1,2,0,0,3,,,122.58,
10,8,2,0,3,3,0,,,122.58,
10,8,3,0,2,2,3,,,122.58,
10,8,4,4,3,3,1,,,122.58,
10,8,5,4,1,1,4,,,122.58,
10,8,6,3,3,3,1,,,122.58,
10,8,7,4,1,1,0,,,122.58,
10,8,8,4,4,4,3,,,122.58,
10,8,9,3,4,4,4,,,122.58,
10,8,10,0,1,1,4,,,122.58,
10,8,11,3,2,2,1,,,122.58,
10,8,12,4,2,2,0,,,122.58,
10,8,13,2,3,3,1,,,122.58,
10,8,14,1,1,1,0,,,122.58,
10,8,15,3,3,3,4,,,122.58,
10,8,16,3,3,3,3,,,122.58,
10,8,17,4,3,3,1,,,122.58,
10,8,18,3,4,4,4,,,122.58,
10,8,19,3,0,0,3,,,122.58,
10,8,20,3,3,3,3,,,122.58,
10,8,21,0,2,2,2,,,122.58,
10,8,22,3,4,4,1,,,122.58,
10,8,23,1,1,1,0,,,122.58,
10,8,24,0,3,3,4,,,122.58,
10,8,25,0,1,1,4,,,122.58,
10,8,26,1,4,4,2,,,122.58,
10,8,27,3,1,1,3,,,122.58,
10,8,28,2,4,4,4,,,122.58,
10,8,29,0,1,1,3,,,122.58,
10,8,30,3,0,0,1,,,122.58,
10,8,31,0,3,3,1,,,122.58,
10,8,32,4,0,0,0,,,122.58,
10,8,33,3,2,2,1,,,122.58,
10,8,34,3,0,0,4,,,122.58,
10,8,35,0,4,4,1,,,122.58,
10,8,36,2,1,1,1,,,122.58,
10,8,37,3,0,0,4,,,122.58,
10,8,38,1,4,4,3,,,122.58,
10,8,39,0,4,4,0,,,122.58,
10,8,40,4,4,4,4,,,122.58,
10,8,41,0,0,0,0,,,122.58,
10,8,42,0,0,0,0,,,122.58,
10,8,43,3,3,3,0,,,122.58,
10,8,44,3,2,2,1,,,122.58,
10,8,45,4,4,4,2,,,122.58,
10,8,46,4,1,1,1,,,122.58,
10,8,47,2,0,0,1,,,122.58,
10,8,48,0,4,4,4,,,122.58,
10,8,49,0,2,2,1,,,122.58,
10,8,50,4,4,4,4,,,122.58,
10,8,51,3,1,1,2,,,122.58,
10,8,52,4,0,0,2,,,122.58,
10,8,53,1,3,3,1,,,122.58,
10,8,54,1,0,0,1,,,122.58,
10,8,55,0,3,3,2,,,122.58,
10,8,56,2,2,2,3,,,122.58,
10,8,57,0,4,4,0,,,122.58,
10,8,58,4,4,4,3,,,122.58,
10,8,59,3,2,2,2,,,122.58,
10,8,60,2,4,4,4,,,122.58,
10,8,61,4,2,2,3,,,122.58,
10,8,62,1,1,1,2,,,122.58,
10,8,63,4,1,1,3,,,122.58,
10,8,64,0,2,2,0,,,122.58,
10,8,65,1,2,2,3,,,122.58,
10,8,66,3,1,1,2,,,122.58,
10,8,67,3,0,0,0,,,122.58,
10,8,68,1,2,2,1,,,122.58,
