snr,object_side_size,trial,environment_transformation,object_transformation,transformation_inferred,agents_action,mu_env,sigma_env,mu_obj,saliency
0,6,47,2,2,4,4,,,141.48,
0,6,48,1,2,0,3,,,141.48,
0,6,49,2,3,0,2,,,141.48,
0,6,50,2,0,0,2,,,141.48,
0,6,51,1,4,4,0,,,141.48,
0,6,52,1,2,3,2,,,141.48,
0,6,53,2,2,0,4,,,141.48,
0,6,54,2,1,1,3,,,141.48,
0,6,55,1,2,4,3,,,141.48,
0,6,56,2,3,3,4,,,141.48,
0,6,57,4,3,4,4,,,141.48,
0,6,58,2,1,1,0,,,141.48,
0,6,59,2,2,0,0,,,141.48,
0,6,60,0,2,2,1,,,141.48,
0,6,61,2,0,2,3,,,141.48,
0,6,62,4,2,2,2,,,141.48,
0,6,63,4,2,2,1,,,141.48,
0,6,64,4,2,4,2,,,141.48,
0,6,65,1,0,3,2,,,141.48,
0,6,66,3,2,2,0,,,141.48,
0,6,67,4,2,0,4,,,141.48,
0,6,68,3,4,3,3,,,141.48,
0,6,69,0,3,2,2,,,141.48,
0,6,70,4,3,3,1,,,141.48,
0,6,71,1,0,0,4,,,141.48,
0,6,72,1,4,4,0,,,141.48,
0,6,73,2,0,4,4,,,141.48,
0,6,74,2,1,1,4,,,141.48,
0,6,75,2,3,1,1,,,141.48,
0,6,76,3,2,3,1,,,141.48,
0,6,77,2,2,2,2,,,141.48,
0,6,78,3,4,4,2,,,141.48,
0,6,79,1,4,0,2,,,141.48,
0,6,80,2,2,1,1,,,141.48,
0,6,81,1,3,3,1,,,141.48,
0,6,82,3,4,4,1,,,141.48,
0,6,83,0,3,1,2,,,141.48,
0,6,84,0,0,0,4,,,141.48,
0,6,85,2,0,0,2,,,141.48,
0,6,86,3,2,1,1,,,141.48,
0,6,87,1,2,1,4,,,141.48,
0,6,88,1,3,3,0,,,141.48,
0,6,89,4,3,2,4,,,141.48,
0,6,90,2,3,3,3,,,141.48,
0,6,91,4,0,1,2,,,141.48,
0,6,92,2,4,3,3,,,141.48,
0,6,93,2,4,0,2,,,141.48,
0,6,94,0,1,1,3,,,141.48,
0,6,95,1,1,1,3,,,141.48,
0,6,96,2,4,3,2,,,141.48,
0,6,97,1,1,1,2,,,141.48,
0,6,98,3,0,4,4,,,141.48,
0,6,99,1,2,2,0,,,141.48,
0,7,0,3,1,1,3,,,141.48,
0,7,1,1,2,4,3,,,141.48,
0,7,2,4,2,3,0,,,141.48,
0,7,3,0,3,0,0,,,141.48,
0,7,4,4,2,2,2,,,141.48,
0,7,5,1,3,0,0,,,141.48,
0,7,6,2,0,4,1,,,141.48,
0,7,7,1,3,3,1,,,141.48,
0,7,8,0,2,2,0,,,141.48,
0,7,9,3,2,4,3,,,141.48,
0,7,10,3,0,2,3,,,141.48,
0,7,11,4,3,3,0,,,141.48,
0,7,12,3,2,2,3,,,141.48,
0,7,13,3,3,2,2,,,141.48,
0,7,14,4,2,4,4,,,141.48,
0,7,15,1,0,2,1,,,141.48,
0,7,16,3,2,2,4,,,141.48,
0,7,17,3,0,1,2,,,141.48,
0,7,18,3,4,4,4,,,141.48,
0,7,19,2,1,1,3,,,141.48,
0,7,20,4,2,2,4,,,141.48,
0,7,21,1,1,1,0,,,141.48,
0,7,22,4,4,3,3,,,141.48,
0,7,23,3,3,1,1,,,141.48,
0,7,24,1,1,2,1,,,141.48,
0,7,25,2,2,2,3,,,141.48,
0,7,26,3,3,3,3,,,141.48,
0,7,27,4,3,3,0,,,141.48,
0,7,28,1,0,0,4,,,141.48,
0,7,29,3,0,0,4,,,141.48,
0,7,30,0,3,4,2,,,141.48,
0,7,31,2,4,3,4,,,141.48,
0,7,32,4,3,3,4,,,141.48,
0,7,33,1,3,3,2,,,141.48,
0,7,34,0,3,0,2,,,141.48,
0,7,35,1,0,0,4,,,141.48,
0,7,36,4,3,3,3,,,141.48,
0,7,37,0,2,2,4,,,141.48,
0,7,38,4,3,1,1,,,141.48,
0,7,39,0,3,1,1,,,141.48,
0,7,40,2,3,3,1,,,141.48,
0,7,41,2,3,3,1,,,141.48,
0,7,42,4,1,0,1,,,141.48,
0,7,43,4,1,3,1,,,141.48,
0,7,44,4,2,0,4,,,141.48,
0,7,45,3,4,3,0,,,141.48,
0,7,46,1,4,2,1,,,141.48,
0,7,47,0,4,4,3,,,141.48,
0,7,48,1,1,3,4,,,141.48,
0,7,49,1,1,1,1,,,141.48,
0,7,50,4,4,1,1,,,141.48,
0,7,51,0,1,3,0,,,141.48,
0,7,52,4,2,2,0,,,141.48,
0,7,53,0,4,3,3,,,141.48,
0,7,54,0,4,1,1,,,141.48,
0,7,55,3,3,2,3,,,141.48,
0,7,56,2,0,1,2,,,141.48,
0,7,57,4,2,0,4,,,141.48,
0,7,58,2,4,1,2,,,141.48,
0,7,59,3,3,1,0,,,141.48,
0,7,60,4,4,1,2,,,141.48,
0,7,61,3,1,1,2,,,141.48,
0,7,62,2,2,2,0,,,141.48,
0,7,63,3,0,0,0,,,141.48,
0,7,64,1,4,4,1,,,141.48,
0,7,65,2,1,1,3,,,141.48,
0,7,66,3,0,2,1,,,141.48,
0,7,67,3,0,0,4,,,141.48,
0,7,68,3,0,4,0,,,141.48,
0,7,69,2,3,4,4,,,141.48,
0,7,70,1,3,0,0,,,141.48,
0,7,71,2,2,4,2,,,141.48,
0,7,72,0,3,3,0,,,141.48,
0,7,73,4,0,1,0,,,141.48,
0,7,74,2,4,3,1,,,141.48,
0,7,75,3,0,2,0,,,141.48,
0,7,76,2,1,3,3,,,141.48,
0,7,77,3,4,2,2,,,141.48,
0,7,78,4,4,1,4,,,141.48,
0,7,79,3,1,1,1,,,141.48,
0,7,80,4,1,0,4,,,141.48,
0,7,81,2,3,3,3,,,141.48,
0,7,82,4,4,3,3,,,141.48,
0,7,83,0,3,4,4,,,141.48,
0,7,84,2,1,4,0,,,141.48,
0,7,85,2,1,1,0,,,141.48,
0,7,86,3,4,4,0,,,141.48,
0,7,87,3,2,2,1,,,141.48,
0,7,88,0,0,4,4,,,141.48,
0,7,89,4,4,3,2,,,141.48,
0,7,90,2,1,2,0,,,141.48,
0,7,91,2,4,4,1,,,141.48,
0,7,92,3,3,3,4,,,141.48,
0,7,93,2,1,1,1,,,141.48,
0,7,94,0,0,0,4,,,141.48,
0,7,95,2,2,2,2,,,141.48,
0,7,96,3,4,1,1,,,141.48,
0,7,97,3,4,1,0,,,141.48,
0,7,98,3,3,0,2,,,141.48,
0,7,99,0,1,1,0,,,141.48,
0,8,0,4,4,3,3,,,141.48,
0,8,1,3,0,1,2,,,141.48,
0,8,2,2,3,1,3,,,141.48,
0,8,3,2,4,4,1,,,141.48,
0,8,4,0,2,2,2,,,141.48,
0,8,5,1,1,1,0,,,141.48,
0,8,6,3,3,3,0,,,141.48,
0,8,7,3,3,3,4,,,141.48,
0,8,8,4,4,4,0,,,141.48,
0,8,9,1,3,3,0,,,141.48,
0,8,10,0,3,3,2,,,141.48,
0,8,11,1,1,1,0,,,141.48,
0,8,12,4,3,3,0,,,141.48,
0,8,13,1,0,4,4,,,141.48,
0,8,14,3,3,0,3,,,141.48,
0,8,15,3,1,2,4,,,141.48,
0,8,16,2,4,3,0,,,141.48,
0,8,17,1,0,3,3,,,141.48,
0,8,18,3,3,0,4,,,141.48,
0,8,19,1,2,2,3,,,141.48,
0,8,20,1,2,1,3,,,141.48,
0,8,21,2,3,2,2,,,141.48,
0,8,22,0,2,0,2,,,141.48,
0,8,23,4,3,3,2,,,141.48,
0,8,24,3,1,1,3,,,141.48,
0,8,25,0,3,3,1,,,141.48,
0,8,26,0,1,1,3,,,141.48,
0,8,27,4,2,0,2,,,141.48,
0,8,28,0,0,0,1,,,141.48,
0,8,29,4,1,1,3,,,141.48,
0,8,30,0,3,0,0,,,141.48,
0,8,31,1,2,2,3,,,141.48,
0,8,32,0,1,3,3,,,141.48,
0,8,33,1,2,3,4,,,141.48,
0,8,34,1,1,2,1,,,141.48,
0,8,35,1,4,0,0,,,141.48,
0,8,36,2,3,3,1,,,141.48,
0,8,37,4,2,2,2,,,141.48,
0,8,38,0,4,2,4,,,141.48,
0,8,39,1,0,4,4,,,141.48,
0,8,40,3,4,4,4,,,141.48,
0,8,41,4,1,1,3,,,141.48,
0,8,42,2,4,4,1,,,141.48,
0,8,43,3,2,2,2,,,141.48,
0,8,44,3,1,2,0,,,141.48,
0,8,45,0,2,2,2,,,141.48,
0,8,46,0,0,0,3,,,141.48,
0,8,47,4,3,3,1,,,141.48,
0,8,48,4,4,3,0,,,141.48,
0,8,49,4,1,1,0,,,141.48,
0,8,50,4,1,1,3,,,141.48,
0,8,51,2,3,1,3,,,141.48,
0,8,52,4,1,1,1,,,141.48,
0,8,53,1,2,2,4,,,141.48,
0,8,54,3,0,4,1,,,141.48,
0,8,55,4,2,1,1,,,141.48,
0,8,56,1,3,1,1,,,141.48,
0,8,57,4,3,3,4,,,141.48,
0,8,58,4,3,1,1,,,141.48,
0,8,59,0,0,0,2,,,141.48,
0,8,60,1,1,1,0,,,141.48,
0,8,61,0,0,0,1,,,141.48,
0,8,62,2,3,3,2,,,141.48,
0,8,63,2,0,0,3,,,141.48,
0,8,64,2,4,4,3,,,141.48,
0,8,65,3,3,3,2,,,141.48,
0,8,66,0,3,1,1,,,141.48,
0,8,67,4,4,3,3,,,141.48,
0,8,68,3,3,3,2,,,141.48,
0,8,69,2,2,2,0,,,141.48,
0,8,70,3,2,2,0,,,141.48,
0,8,71,1,1,1,4,,,141.48,
0,8,72,3,4,2,1,,,141.48,
0,8,73,4,3,2,1,,,141.48,
0,8,74,4,1,2,3,,,141.48,
0,8,75,2,4,2,3,,,141.48,
0,8,76,1,1,1,1,,,141.48,
0,8,77,3,1,3,0,,,141.48,
0,8,78,3,2,2,2,,,141.48,
0,8,79,2,2,4,2,,,141.48,
0,8,80,1,2,4,4,,,141.48,
0,8,81,4,1,2,4,,,141.48,
0,8,82,1,3,1,1,,,141.48,
0,8,83,3,2,4,4,,,141.48,
0,8,84,0,3,3,2,,,141.48,
0,8,85,4,3,1,0,,,141.48,
0,8,86,1,0,4,1,,,141.48,
0,8,87,0,0,0,4,,,141.48,
0,8,88,2,3,3,4,,,141.48,
0,8,89,4,1,0,4,,,141.48,
0,8,90,2,1,1,0,,,141.48,
0,8,91,1,2,0,4,,,141.48,
0,8,92,4,2,2,0,,,141.48,
0,8,93,2,4,4,4,,,141.48,
0,8,94,0,2,1,1,,,141.48,
0,8,95,4,0,3,3,,,141.48,
0,8,96,0,2,2,0,,,141.48,
0,8,97,4,0,0,0,,,141.48,
0,8,98,4,4,2,0,,,141.48,
0,8,99,2,3,0,1,,,141.48,
0,9,0,0,4,2,2,,,141.48,
0,9,1,1,2,2,2,,,141.48,
0,9,2,4,2,4,3,,,141.48,
0,9,3,3,3,1,2,,,141.48,
0,9,4,3,4,1,0,,,141.48,
0,9,5,0,4,4,4,,,141.48,
0,9,6,3,2,2,0,,,141.48,
0,9,7,3,4,1,3,,,141.48,
0,9,8,4,1,4,4,,,141.48,
0,9,9,3,0,0,4,,,141.48,
0,9,10,4,0,3,4,,,141.48,
0,9,11,0,4,0,3,,,141.48,
0,9,12,2,2,3,3,,,141.48,
0,9,13,2,0,0,4,,,141.48,
0,9,14,3,3,1,1,,,141.48,
0,9,15,1,3,2,3,,,141.48,
0,9,16,4,1,2,2,,,141.48,
0,9,17,3,3,1,2,,,141.48,
0,9,18,1,2,4,2,,,141.48,
0,9,19,0,0,4,4,,,141.48,
0,9,20,1,1,1,2,,,141.48,
0,9,21,3,2,2,0,,,141.48,
0,9,22,3,1,3,0,,,141.48,
0,9,23,2,1,4,0,,,141.48,
0,9,24,2,4,4,2,,,141.48,
0,9,25,4,1,4,4,,,141.48,
0,9,26,4,2,1,3,,,141.48,
0,9,27,1,3,3,3,,,141.48,
0,9,28,2,3,4,4,,,141.48,
0,9,29,0,4,4,4,,,141.48,
0,9,30,4,3,3,4,,,141.48,
0,9,31,4,1,2,2,,,141.48,
0,9,32,1,3,3,1,,,141.48,
0,9,33,4,0,0,2,,,141.48,
0,9,34,0,4,3,4,,,141.48,
0,9,35,4,3,0,0,,,141.48,
0,9,36,0,2,2,0,,,141.48,
0,9,37,2,0,2,2,,,141.48,
0,9,38,1,4,4,4,,,141.48,
0,9,39,4,2,4,4,,,141.48,
0,9,40,2,2,2,2,,,141.48,
0,9,41,1,4,1,3,,,141.48,
0,9,42,4,2,3,3,,,141.48,
0,9,43,1,1,1,4,,,141.48,
0,9,44,3,3,4,4,,,141.48,
0,9,45,4,2,2,1,,,141.48,
0,9,46,1,2,2,1,,,141.48,
0,9,47,3,1,4,4,,,141.48,
0,9,48,2,3,4,3,,,141.48,
0,9,49,4,0,4,4,,,141.48,
0,9,50,1,4,4,4,,,141.48,
0,9,51,2,1,2,1,,,141.48,
0,9,52,4,0,0,2,,,141.48,
0,9,53,4,2,2,1,,,141.48,
0,9,54,1,0,0,1,,,141.48,
0,9,55,4,1,1,2,,,141.48,
0,9,56,1,4,4,2,,,141.48,
0,9,57,3,1,3,2,,,141.48,
0,9,58,0,4,4,3,,,141.48,
0,9,59,1,2,2,0,,,141.48,
0,9,60,0,4,4,4,,,141.48,
0,9,61,2,1,3,3,,,141.48,
0,9,62,0,4,4,4,,,141.48,
0,9,63,3,3,4,3,,,141.48,
0,9,64,0,0,2,2,,,141.48,
0,9,65,0,0,0,2,,,141.48,
0,9,66,4,4,3,2,,,141.48,
0,9,67,3,1,2,4,,,141.48,
0,9,68,2,0,0,3,,,141.48,
0,9,69,1,1,0,1,,,141.48,
0,9,70,1,1,4,4,,,141.48,
0,9,71,3,0,0,4,,,141.48,
0,9,72,2,1,1,1,,,141.48,
0,9,73,2,3,3,0,,,141.48,
0,9,74,1,0,0,1,,,141.48,
0,9,75,1,4,1,3,,,141.48,
0,9,76,1,4,1,4,,,141.48,
0,9,77,4,4,2,2,,,141.48,
0,9,78,1,0,3,3,,,141.48,
0,9,79,4,0,0,4,,,141.48,
0,9,80,2,3,3,1,,,141.48,
0,9,81,4,4,1,3,,,141.48,
0,9,82,4,1,1,3,,,141.48,
0,9,83,2,3,2,1,,,141.48,
0,9,84,1,4,4,1,,,141.48,
0,9,85,2,3,4,4,,,141.48,
0,9,86,0,2,3,3,,,141.48,
0,9,87,2,4,3,4,,,141.48,
0,9,88,2,3,3,0,,,141.48,
0,9,89,4,4,1,3,,,141.48,
0,9,90,2,3,3,3,,,141.48,
0,9,91,1,4,1,1,,,141.48,
0,9,92,3,4,4,0,,,141.48,
0,9,93,3,2,3,4,,,141.48,
0,9,94,0,3,0,4,,,141.48,
0,9,95,0,4,1,3,,,141.48,
0,9,96,2,3,3,4,,,141.48,
0,9,97,3,1,1,4,,,141.48,
0,9,98,2,2,1,1,,,141.48,
0,9,99,4,2,4,1,,,141.48,
0,10,0,3,2,2,0,,,141.48,
0,10,1,2,2,1,2,,,141.48,
0,10,2,1,2,2,1,,,141.48,
0,10,3,1,4,4,0,,,141.48,
0,10,4,0,3,2,2,,,141.48,
0,10,5,2,3,3,3,,,141.48,
0,10,6,4,4,4,1,,,141.48,
0,10,7,4,2,1,1,,,141.48,
0,10,8,0,4,1,0,,,141.48,
0,10,9,1,0,0,0,,,141.48,
0,10,10,4,0,0,1,,,141.48,
0,10,11,1,3,3,3,,,141.48,
0,10,12,3,0,0,4,,,141.48,
0,10,13,1,3,1,1,,,141.48,
0,10,14,3,1,1,3,,,141.48,
0,10,15,0,1,3,0,,,141.48,
0,10,16,2,0,0,4,,,141.48,
0,10,17,3,0,0,0,,,141.48,
0,10,18,1,2,2,0,,,141.48,
0,10,19,2,3,4,1,,,141.48,
0,10,20,1,1,2,2,,,141.48,
0,10,21,2,1,1,4,,,141.48,
0,10,22,0,1,1,0,,,141.48,
0,10,23,0,3,3,1,,,141.48,
0,10,24,3,1,1,3,,,141.48,
0,10,25,2,2,1,1,,,141.48,
0,10,26,0,2,4,0,,,141.48,
0,10,27,3,0,0,4,,,141.48,
0,10,28,2,2,2,2,,,141.48,
0,10,29,3,0,0,4,,,141.48,
0,10,30,3,3,2,2,,,141.48,
0,10,31,2,1,1,3,,,141.48,
0,10,32,1,1,0,3,,,141.48,
0,10,33,3,4,3,2,,,141.48,
0,10,34,3,0,4,0,,,141.48,
0,10,35,0,4,3,0,,,141.48,
0,10,36,2,4,0,0,,,141.48,
0,10,37,4,1,1,1,,,141.48,
0,10,38,0,2,1,2,,,141.48,
0,10,39,4,1,1,4,,,141.48,
0,10,40,4,0,2,2,,,141.48,
0,10,41,1,0,0,0,,,141.48,
0,10,42,2,1,1,2,,,141.48,
0,10,43,3,0,0,0,,,141.48,
0,10,44,3,0,4,4,,,141.48,
0,10,45,4,1,1,2,,,141.48,
0,10,46,0,4,1,0,,,141.48,
0,10,47,4,1,3,1,,,141.48,
0,10,48,3,0,0,4,,,141.48,
0,10,49,4,1,4,0,,,141.48,
0,10,50,3,2,2,3,,,141.48,
0,10,51,1,4,4,1,,,141.48,
0,10,52,0,1,1,0,,,141.48,
0,10,53,2,4,4,4,,,141.48,
0,10,54,0,2,1,0,,,141.48,
0,10,55,3,2,2,4,,,141.48,
0,10,56,0,4,4,2,,,141.48,
0,10,57,2,0,0,3,,,141.48,
0,10,58,3,3,3,0,,,141.48,
0,10,59,0,4,2,1,,,141.48,
0,10,60,1,4,1,0,,,141.48,
0,10,61,0,4,2,3,,,141.48,
0,10,62,0,2,1,1,,,141.48,
0,10,63,3,4,4,2,,,141.48,
0,10,64,3,0,2,0,,,141.48,
0,10,65,0,0,0,4,,,141.48,
0,10,66,2,1,4,4,,,141.48,
0,10,67,0,0,2,2,,,141.48,
0,10,68,0,4,2,1,,,141.48,
0,10,69,2,4,1,0,,,141.48,
0,10,70,3,4,2,4,,,141.48,
0,10,71,4,2,2,1,,,141.48,
0,10,72,3,3,2,2,,,141.48,
0,10,73,2,0,0,1,,,141.48,
0,10,74,4,3,4,4,,,141.48,
0,10,75,2,2,3,1,,,141.48,
0,10,76,3,3,3,2,,,141.48,
0,10,77,1,3,0,1,,,141.48,
0,10,78,1,4,0,2,,,141.48,
0,10,79,2,2,3,0,,,141.48,
0,10,80,2,3,4,3,,,141.48,
0,10,81,4,2,0,1,,,141.48,
0,10,82,1,2,2,3,,,141.48,
0,10,83,4,3,0,0,,,141.48,
0,10,84,2,1,4,1,,,141.48,
0,10,85,3,3,3,0,,,141.48,
0,10,86,2,4,1,3,,,141.48,
0,10,87,2,1,1,2,,,141.48,
0,10,88,2,3,3,0,,,141.48,
0,10,89,1,2,2,3,,,141.48,
0,10,90,1,1,1,2,,,141.48,
0,10,91,1,2,4,4,,,141.48,
0,10,92,2,4,1,3,,,141.48,
0,10,93,2,1,1,0,,,141.48,
0,10,94,2,3,3,0,,,141.48,
0,10,95,1,0,4,0,,,141.48,
0,10,96,4,2,0,2,,,141.48,
0,10,97,0,0,0,3,,,141.48,
0,10,98,4,4,4,1,,,141.48,
0,10,99,3,1,4,2,,,141.48,
10,0,0,2,-1,0,2,,,122.58,
10,0,1,2,-1,2,4,,,122.58,
10,0,2,0,-1,1,0,,,122.58,
10,0,3,1,-1,4,0,,,122.58,
10,0,4,2,-1,0,2,,,122.58,
10,0,5,3,-1,4,2,,,122.58,
10,0,6,2,-1,0,3,,,122.58,
10,0,7,0,-1,2,1,,,122.58,
10,0,8,3,-1,4,3,,,122.58,
10,0,9,1,-1,0,1,,,122.58,
10,0,10,0,-1,4,2,,,122.58,
10,0,11,0,-1,4,4,,,122.58,
10,0,12,1,-1,4,2,,,122.58,
10,0,13,0,-1,3,0,,,122.58,
10,0,14,2,-1,0,4,,,122.58,
10,0,15,3,-1,0,1,,,122.58,
10,0,16,4,-1,1,1,,,122.58,
10,0,17,3,-1,1,4,,,122.58,
10,0,18,0,-1,0,4,,,122.58,
10,0,19,1,-1,0,0,,,122.58,
10,0,20,2,-1,2,2,,,122.58,
10,0,21,3,-1,2,1,,,122.58,
10,0,22,1,-1,3,1,,,122.58,
10,0,23,2,-1,3,2,,,122.58,
10,0,24,1,-1,0,0,,,122.58,
10,0,25,1,-1,2,4,,,122.58,
10,0,26,1,-1,0,4,,,122.58,
10,0,27,2,-1,2,4,,,122.58,
10,0,28,4,-1,0,1,,,122.58,
10,0,29,0,-1,2,0,,,122.58,
10,0,30,3,-1,3,4,,,122.58,
10,0,31,4,-1,2,3,,,122.58,
10,0,32,1,-1,1,4,,,122.58,
10,0,33,4,-1,2,2,,,122.58,
10,0,34,3,-1,3,0,,,122.58,
10,0,35,4,-1,0,1,,,122.58,
10,0,36,1,-1,0,2,,,122.58,
10,0,37,4,-1,2,4,,,122.58,
10,0,38,0,-1,1,3,,,122.58,
10,0,39,1,-1,2,4,,,122.58,
10,0,40,2,-1,0,1,,,122.58,
10,0,41,4,-1,3,4,,,122.58,
10,0,42,3,-1,3,1,,,122.58,
10,0,43,0,-1,4,0,,,122.58,
10,0,44,4,-1,1,0,,,122.58,
10,0,45,1,-1,4,2,,,122.58,
10,0,46,2,-1,2,4,,,122.58,
10,0,47,1,-1,4,3,,,122.58,
10,0,48,4,-1,4,0,,,122.58,
10,0,49,1,-1,0,3,,,122.58,
10,0,50,4,-1,4,0,,,122.58,
10,0,51,4,-1,3,4,,,122.58,
10,0,52,3,-1,4,4,,,122.58,
10,0,53,4,-1,0,1,,,122.58,
10,0,54,3,-1,3,3,,,122.58,
10,0,55,4,-1,3,3,,,122.58,
10,0,56,1,-1,0,1,,,122.58,
10,0,57,0,-1,3,3,,,122.58,
10,0,58,3,-1,1,0,,,122.58,
10,0,59,3,-1,0,0,,,122.58,
10,0,60,3,-1,3,3,,,122.58,
10,0,61,0,-1,1,2,,,122.58,
10,0,62,3,-1,3,3,,,122.58,
10,0,63,1,-1,1,4,,,122.58,
10,0,64,0,-1,3,2,,,122.58,
10,0,65,3,-1,3,1,,,122.58,
10,0,66,0,-1,0,0,,,122.58,
10,0,67,0,-1,1,2,,,122.58,
10,0,68,2,-1,1,3,,,122.58,
10,0,69,4,-1,0,1,,,122.58,
10,0,70,1,-1,4,1,,,122.58,
10,0,71,0,-1,3,1,,,122.58,
10,0,72,0,-1,3,2,,,122.58,
10,0,73,2,-1,1,1,,,122.58,
10,0,74,4,-1,1,3,,,122.58,
10,0,75,1,-1,0,0,,,122.58,
10,0,76,2,-1,4,0,,,122.58,
10,0,77,4,-1,2,2,,,122.58,
10,0,78,3,-1,4,1,,,122.58,
10,0,79,4,-1,0,4,,,122.58,
10,0,80,4,-1,2,0,,,122.58,
10,0,81,1,-1,0,3,,,122.58,
10,0,82,3,-1,0,2,,,122.58,
10,0,83,4,-1,1,1,,,122.58,
10,0,84,1,-1,0,4,,,122.58,
10,0,85,1,-1,0,2,,,122.58,
10,0,86,1,-1,0,2,,,122.58,
10,0,87,1,-1,3,1,,,122.58,
10,0,88,3,-1,1,2,,,122.58,
10,0,89,3,-1,1,3,,,122.58,
10,0,90,4,-1,2,1,,,122.58,
10,0,91,0,-1,0,3,,,122.58,
10,0,92,2,-1,3,2,,,122.58,
10,0,93,0,-1,4,4,,,122.58,
10,0,94,0,-1,3,3,,,122.58,
10,0,95,1,-1,0,1,,,122.58,
10,0,96,0,-1,0,4,,,122.58,
10,0,97,0,-1,1,3,,,122.58,
10,0,98,1,-1,1,1,,,122.58,
10,0,99,3,-1,0,3,,,122.58,
10,1,0,4,2,0,0,,,122.58,
10,1,1,3,4,4,2,,,122.58,
10,1,2,3,0,3,0,,,122.58,
10,1,3,4,1,2,1,,,122.58,
10,1,4,0,2,3,1,,,122.58,
10,1,5,2,0,3,4,,,122.58,
10,1,6,2,2,2,0,,,122.58,
10,1,7,0,2,2,1,,,122.58,
10,1,8,4,0,0,0,,,122.58,
10,1,9,2,1,4,2,,,122.58,
10,1,10,2,0,2,1,,,122.58,
10,1,11,2,0,4,1,,,122.58,
10,1,12,1,1,3,3,,,122.58,
10,1,13,4,4,4,2,,,122.58,
10,1,14,2,1,2,0,,,122.58,
10,1,15,1,3,4,3,,,122.58,
10,1,16,0,3,3,0,,,122.58,
10,1,17,4,2,3,0,,,122.58,
10,1,18,0,0,3,4,,,122.58,
10,1,19,1,1,1,4,,,122.58,
10,1,20,2,2,4,1,,,122.58,
10,1,21,0,3,0,4,,,122.58,
10,1,22,4,2,2,3,,,122.58,
10,1,23,1,1,1,1,,,122.58,
10,1,24,1,0,0,1,,,122.58,
10,1,25,3,3,3,2,,,122.58,
10,1,26,1,1,0,1,,,122.58,
10,1,27,2,1,1,3,,,122.58,
10,1,28,2,2,0,2,,,122.58,
10,1,29,1,2,2,4,,,122.58,
10,1,30,1,1,3,1,,,122.58,
10,1,31,2,3,2,0,,,122.58,
10,1,32,3,1,1,2,,,122.58,
10,1,33,3,3,3,0,,,122.58,
10,1,34,0,0,0,1,,,122.58,
10,1,35,4,1,1,1,,,122.58,
10,1,36,4,3,3,2,,,122.58,
10,1,37,2,0,4,3,,,122.58,
10,1,38,3,3,4,0,,,122.58,
10,1,39,0,1,0,4,,,122.58,
10,1,40,1,0,4,2,,,122.58,
10,1,41,4,2,2,2,,,122.58,
10,1,42,3,0,0,0,,,122.58,
10,1,43,3,3,1,4,,,122.58,
10,1,44,4,2,4,2,,,122.58,
10,1,45,1,4,4,1,,,122.58,
10,1,46,2,2,1,1,,,122.58,
10,1,47,0,1,1,3,,,122.58,
10,1,48,2,3,4,2,,,122.58,
10,1,49,3,2,3,2,,,122.58,
10,1,50,4,3,3,1,,,122.58,
10,1,51,2,1,4,3,,,122.58,
10,1,52,2,3,1,1,,,122.58,
10,1,53,2,1,0,3,,,122.58,
10,1,54,0,3,2,2,,,122.58,
10,1,55,4,4,3,4,,,122.58,
10,1,56,0,3,3,4,,,122.58,
10,1,57,3,2,1,1,,,122.58,
10,1,58,3,3,0,4,,,122.58,
10,1,59,0,0,0,4,,,122.58,
10,1,60,2,2,2,3,,,122.58,
10,1,61,1,1,1,2,,,122.58,
10,1,62,0,0,0,1,,,122.58,
10,1,63,2,1,0,0,,,122.58,
10,1,64,4,3,2,2,,,122.58,
10,1,65,0,1,3,4,,,122.58,
10,1,66,4,4,1,2,,,122.58,
10,1,67,2,2,0,4,,,122.58,
10,1,68,4,1,2,1,,,122.58,
10,1,69,2,3,3,4,,,122.58,
10,1,70,2,1,2,0,,,122.58,
10,1,71,2,2,0,2,,,122.58,
10,1,72,2,1,3,0,,,122.58,
10,1,73,0,4,4,4,,,122.58,
10,1,74,2,3,3,0,,,122.58,
10,1,75,2,4,0,0,,,122.58,
10,1,76,1,1,4,1,,,122.58,
10,1,77,0,0,4,2,,,122.58,
10,1,78,1,4,4,1,,,122.58,
10,1,79,1,2,2,1,,,122.58,
10,1,80,0,1,0,3,,,122.58,
10,1,81,2,0,1,4,,,122.58,
10,1,82,4,4,0,4,,,122.58,
10,1,83,4,1,2,2,,,122.58,
10,1,84,3,2,1,2,,,122.58,
10,1,85,1,3,4,1,,,122.58,
10,1,86,4,1,1,1,,,122.58,
10,1,87,3,3,3,2,,,122.58,
10,1,88,1,0,0,2,,,122.58,
10,1,89,2,1,1,2,,,122.58,
10,1,90,0,1,2,1,,,122.58,
10,1,91,3,4,3,3,,,122.58,
10,1,92,3,0,3,1,,,122.58,
10,1,93,4,4,0,0,,,122.58,
10,1,94,3,0,0,0,,,122.58,
10,1,95,4,3,1,0,,,122.58,
10,1,96,1,2,1,0,,,122.58,
10,1,97,0,4,0,4,,,122.58,
10,1,98,3,1,1,1,,,122.58,
10,1,99,4,2,4,0,,,122.58,
10,2,0,3,0,0,1,,,122.58,
10,2,1,0,1,4,0,,,122.58,
10,2,2,2,3,4,0,,,122.58,
10,2,3,1,3,1,0,,,122.58,
10,2,4,1,4,1,1,,,122.58,
10,2,5,3,4,4,1,,,122.58,
