snr,object_side_size,trial,accuracy,recall,precision,f1,ext_precision,ext_recall,ext_f1,mixed_f1,object_inferred_transformation_array,agents_action
60,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
60,5,1,1.0,0.19200000000000006,0.7272727272727274,0.30379746835443044,1.0000000000000004,0.14666666666666675,0.2558139534883722,0.3221476510067115,3,0
60,5,2,1.0,0.3392000000000001,0.8412698412698415,0.4834663625997721,0.9999999999999997,0.22399999999999992,0.3660130718954247,0.5065710872162487,2,0
60,5,3,1.0,0.47135999999999967,0.8674911660777381,0.6108231391250255,0.9999999999999992,0.30186666666666634,0.46374436706267874,0.6407133536320134,4,0
60,5,4,1.0,0.5770880000000002,0.8890751331098408,0.699887452943688,1.0000000000000002,0.36060444444444445,0.5300650691196069,0.7318399480561645,2,0
60,5,5,1.0,0.6616703999999995,0.8517127181058768,0.744759325159561,0.9999999999999994,0.43159466666666635,0.6029565165558962,0.7963918716972989,1,0
60,5,6,1.0,0.7213363200000003,0.8296024990652062,0.7716905481793087,1.0000000000000002,0.48305351111111117,0.6514309935441306,0.8381120082332314,1,0
60,5,7,1.0,0.769069056,0.801449995278018,0.7849257107681632,0.9999999999999996,0.5331094755555553,0.6954617188865413,0.8694618826683043,3,0
60,5,8,1.0,0.8152552448000001,0.789742728523132,0.8022962174065277,1.0,0.5735026915555554,0.7289503788374129,0.8982265685615167,4,0
60,5,9,1.0,0.8442041958400003,0.7861517068108554,0.814144406601543,1.0000000000000004,0.5965799310222225,0.7473223475134848,0.9155213915512012,1,0
60,5,10,1.0,0.8673633566719994,0.7834729153835234,0.8232866084321107,0.9999999999999991,0.6150417225955549,0.7616418993895873,0.9289711652238987,0,0
60,5,11,1.0,0.8858906853375997,0.8300258918439293,0.8570488984742541,0.9999999999999994,0.5929471558542219,0.7444655695891587,0.9394931447779151,0,0
60,5,12,1.0,0.9087125482700802,0.807139022287539,0.8549193535578032,0.9999999999999999,0.6254688357944888,0.7695857613766862,0.9521732846506111,4,0
60,5,13,1.0,0.9189700386160645,0.7890355173206346,0.8490604697406068,1.0000000000000004,0.647041735302258,0.7857016873752939,0.9577742436029003,3,0
60,5,14,1.0,0.9271760308928507,0.7753992960476915,0.844522565657638,0.9999999999999999,0.6643000549084728,0.7982936165257838,0.9622120823734973,3,0
60,5,15,1.0,0.933740824714281,0.7649900738558767,0.8409836579315324,0.9999999999999997,0.6781067105934446,0.8081806792294387,0.9657352348159121,0,0
60,5,16,1.0,0.946992659771425,0.7585203337832329,0.8423426747197895,1.0000000000000002,0.6935964795858672,0.8190811541548214,0.9727747611360805,4,0
60,5,17,1.0,0.9495941278171399,0.7567820152672706,0.8422946612889582,1.0000000000000004,0.6970994058909162,0.8215186493745359,0.9741454534235305,2,0
60,5,18,1.0,0.9516753022537117,0.7544457277607836,0.8416605309585394,0.9999999999999997,0.7007906358238435,0.824076310232492,0.9752393762986675,3,0
60,5,19,1.0,0.9613402418029696,0.7503796272669202,0.8428600325972493,1.0000000000000007,0.7117436197701866,0.8316007275268749,0.9802891118159633,4,0
60,5,20,1.0,0.9690721934423756,0.7790659466701437,0.8637431201258535,1.0000000000000004,0.69104989520132,0.8173027858755764,0.9842932084153018,4,0
60,5,21,1.0,0.9752577547539008,0.7696698246917799,0.8603525716169708,0.9999999999999999,0.7039510272721669,0.8262573466082683,0.9874739156514881,2,0
60,5,22,1.0,0.9802062038031203,0.7623973125751999,0.8576897366788017,1.0000000000000002,0.7142719329288447,0.8333239542789533,0.9900041742325298,2,0
60,5,23,1.0,0.9761649630424966,0.7552232155110545,0.8515969456070559,1.0,0.7180842130097422,0.835912707389123,0.9879387412471845,3,0
60,5,24,1.0,0.9809319704339969,0.7557016834311415,0.8537113624840127,0.9999999999999996,0.7211340370744602,0.8379754528592386,0.9903742128197235,1,0
60,5,25,1.0,0.9767455763471976,0.7542086199934475,0.8511720700396287,0.9999999999999998,0.7194778963262353,0.8368562316077941,0.9882360057201828,3,0
